# step, loss_train, loss_test, metrics_test
2.400000000000000000e+04 1.461982280015945435e-01 6.399878114461898804e-02 7.847604900598526001e-02 1.036886721849441528e-01 1.457306295633316040e-01 6.266874074935913086e-02 7.847604900598526001e-02 1.036886721849441528e-01 1.732212458486601436e+00 1.637094464233928681e+00 1.584682599888664889e+00 1.625949199232037623e+00
2.600000000000000000e+04 1.225240454077720642e-01 7.179603446274995804e-03 4.470451548695564270e-02 2.906540967524051666e-02 1.220267191529273987e-01 7.089772261679172516e-03 4.470451548695564270e-02 2.906540967524051666e-02 1.733442488855551300e+00 1.639416371155118624e+00 1.585760648833644870e+00 1.627489936979702456e+00
2.800000000000000000e+04 8.609329164028167725e-02 2.610223833471536636e-03 3.549594432115554810e-02 1.648947782814502716e-02 8.577814698219299316e-02 2.584784291684627533e-03 3.549594432115554810e-02 1.648947782814502716e-02 1.737640887549141144e+00 1.642681746852920455e+00 1.587595804770626451e+00 1.629004930347922153e+00
3.000000000000000000e+04 5.378728732466697693e-02 2.626209519803524017e-03 2.673238702118396759e-02 8.715610951185226440e-03 5.377499014139175415e-02 2.606438240036368370e-03 2.673238702118396759e-02 8.715610951185226440e-03 1.736714844743187713e+00 1.642053219132581843e+00 1.587318039586370411e+00 1.628922256935541268e+00
3.200000000000000000e+04 2.438062243163585663e-02 4.623534623533487320e-03 6.868673115968704224e-02 7.678537629544734955e-03 2.445281483232975006e-02 4.606885835528373718e-03 6.868673115968704224e-02 7.678537629544734955e-03 1.731355282075238256e+00 1.638874548303996148e+00 1.587413550968869824e+00 1.631315000377584701e+00
3.400000000000000000e+04 6.231301929801702499e-03 2.058963989838957787e-03 4.244739189743995667e-03 5.088362959213554859e-04 6.249337922781705856e-03 2.060431987047195435e-03 4.244739189743995667e-03 5.088362959213554859e-04 1.731447834414785891e+00 1.638374222370178268e+00 1.585429265586586256e+00 1.627505500102639502e+00
3.600000000000000000e+04 2.017320366576313972e-03 7.516813348047435284e-04 7.403070922009646893e-04 3.190973075106739998e-03 1.991722499951720238e-03 7.106814300641417503e-04 7.403070922009646893e-04 3.190973075106739998e-03 1.730667667428431811e+00 1.637343166973078246e+00 1.584593281677744381e+00 1.626663203189638196e+00
3.800000000000000000e+04 2.410950139164924622e-03 1.082568312995135784e-03 3.534483537077903748e-02 2.212138287723064423e-02 2.332481788471341133e-03 1.027283957228064537e-03 3.534483537077903748e-02 2.212138287723064423e-02 1.723283378307580271e+00 1.631259675640882145e+00 1.579348257125001487e+00 1.620437338101846203e+00
4.000000000000000000e+04 8.051076438277959824e-04 8.129350608214735985e-04 1.145259360782802105e-03 4.964018589816987514e-04 7.977739442139863968e-04 7.637677481397986412e-04 1.145259360782802105e-03 4.964018589816987514e-04 1.730314528786724537e+00 1.636999057953433478e+00 1.584448917875301621e+00 1.626583884256239676e+00
4.000000000000000000e+04 8.051076438277959824e-04 8.129350608214735985e-04 1.145259360782802105e-03 4.964018589816987514e-04 7.977739442139863968e-04 7.637677481397986412e-04 1.145259360782802105e-03 4.964018589816987514e-04 1.730314528786724537e+00 1.636999057953433478e+00 1.584448917875301621e+00 1.626583884256239676e+00
4.032000000000000000e+04 4.624104258255101740e-05 4.203525531920604408e-05 3.550524525053333491e-06 8.803011041891295463e-06 4.286799958208575845e-05 4.087764682481065392e-05 3.550524525053333491e-06 8.803011041891295463e-06 1.731912349610219337e+00 1.638317890529747967e+00 1.585359915486206583e+00 1.627549903343716631e+00
